index,sensor_id,latitude,longitude
0,120021,52.09082140839440,4.30509841584645
1,120022,52.09082140839440,4.30509841584645
2,120023,52.09082140839440,4.30509841584645
3,120051,52.09073202544420,4.30464168520573
4,120081,52.09101472439530,4.30479054556270
5,120111,52.09097107246830,4.30507586124691
6,120112,52.09097107246830,4.30507586124691
7,120113,52.09097107246830,4.30507586124691
8,134021,52.08778857654590,4.29641924199097
9,134031,52.08778307669720,4.29636016672079
10,134041,52.08795137176010,4.29578910577564
11,134051,52.08799936192600,4.29571811340067
12,134081,52.08817611864360,4.29580595574276
13,134111,52.08803967068510,4.29669165907852
14,134112,52.08801519789380,4.29671347007180
15,140031,52.08523450807470,4.29340280178554
16,140041,52.08496012269530,4.29295156608823
17,140051,52.08498443359120,4.29289054583543
18,140111,52.08537423021530,4.29316144893578
19,140121,52.08537835066880,4.29321911642743
20,159051,52.08487729878080,4.28272339070893
21,159052,52.08490348254470,4.28270947713048
22,159082,52.08513005161580,4.28266947559242
23,159111,52.08512257058110,4.28376777870653
24,159112,52.08509371514530,4.28382517221765
25,159651,52.08496568952600,4.28341708002157
26,159652,52.08498052329270,4.28328833399368
27,159711,52.08503573782550,4.28306168734042
28,159712,52.08502420046600,4.28320786772625
29,159713,52.08499782934760,4.28320384441288
30,405021,52.09246775910530,4.31066186861127
31,405022,52.09246199138670,4.31061224774635
32,405031,52.09244757208690,4.31055793301584
33,405032,52.09244345228610,4.31052038209104
34,405041,52.09230905253130,4.30948567688493
35,405051,52.09233060949620,4.30946255154597
36,405071,52.09285986913740,4.31006165047127
37,405081,52.09285016911440,4.31011578150794
38,405082,52.09288827633540,4.31013946383648
39,405091,52.09287164773390,4.31020825536224
40,405101,52.09280305468710,4.31076197075811
41,405111,52.09277741887490,4.31078226989686
42,405421,52.09222994523690,4.31001541276816
43,405651,52.09250259711550,4.31012771098044
44,405661,52.09252238718930,4.31008964341276
45,405681,52.09257995826350,4.30953619954414
46,405711,52.09256436610490,4.30989052075103
47,405712,52.09253917876030,4.30990028166582
48,405721,52.09251938869390,4.30992663613576
49,406011,52.09642199520450,4.30724541499627
50,406021,52.09641131071440,4.30720106546495
51,406022,52.09638994172650,4.30717149911073
52,406081,52.09678369065870,4.30653389256581
53,406082,52.09680428765490,4.30656742017724
54,406091,52.09681746972750,4.30660497110204
55,406101,52.09709570391760,4.30747700511761
56,406121,52.09704132818230,4.30747700511761
57,701021,52.09171629024570,4.28409632500720
58,701051,52.09155664732950,4.28381562700665
59,701052,52.09155664732950,4.28375683215518
60,701111,52.09192487392500,4.28363355262791
61,701112,52.09190156853440,4.28367717461448
62,701113,52.09190856015280,4.28372458981728
63,701121,52.09190506434370,4.28373786607406
64,702011,52.08927778394750,4.28347466772259
65,702031,52.08924815274580,4.28346763487049
66,702041,52.08913765288090,4.28311599226044
67,702051,52.08910021151340,4.28302962270458
68,702052,52.08911298385160,4.28298067239190
69,702111,52.08951974067660,4.28294704438128
70,702112,52.08951489030230,4.28299215357849
71,702121,52.08951211865960,4.28304741234509
72,703021,52.08772806827170,4.28055686543089
73,703022,52.08771653160830,4.28052065561054
74,703031,52.08771323541830,4.28047841082014
75,703051,52.08760436170420,4.27969975124221
76,703052,52.08763343234120,4.27968369922794
77,703081,52.08800719598690,4.27985435748489
78,703082,52.08801295987650,4.27989841057207
79,703091,52.08801831614930,4.27993730260133
80,703111,52.08810374371030,4.28069918133957
81,703112,52.08808684585630,4.28072952706936
82,709011,52.09348346894610,4.28495804681273
83,709021,52.09345516751880,4.28492672235139
84,709051,52.09311037952970,4.28455501881968
85,709052,52.09315036142900,4.28452867819243
86,709061,52.09316273677160,4.28449459032186
87,709081,52.09333408731530,4.28415681051354
88,709082,52.09337787679320,4.28411962374566
89,709083,52.09339501179450,4.28418625003812
90,709101,52.09373345423470,4.28456358784151
91,709111,52.09372643670280,4.28461019064634
92,709112,52.09370789812770,4.28464371825777
93,709121,52.09370171860090,4.28468462194371
94,709651,52.09336274779650,4.28469679801459
95,709652,52.09336274779650,4.28464365254499
96,709661,52.09336783631580,4.28460224049075
97,709711,52.09343910421330,4.28442432414063
98,709712,52.09341891763440,4.28446455727434
99,711021,52.09554690480740,4.28678132083278
100,711022,52.09552551126050,4.28675462300935
101,711051,52.09484369830130,4.28565628440896
102,711052,52.09484242621360,4.28560658994387
103,711053,52.09484921068080,4.28557898190772
104,711081,52.09605372003360,4.28600246588884
105,711082,52.09605220729890,4.28606812923490
106,711111,52.09646311762420,4.28754519286629
107,711112,52.09643768585140,4.28756631393770
108,711113,52.09641225406400,4.28759503859481
109,711181,52.09646467467110,4.28710587458107
110,711182,52.09647194088890,4.28714811672388
111,711191,52.09628301883910,4.28751055430919
112,711651,52.09550488480610,4.28628074694243
113,711652,52.09550128685210,4.28622315754517
114,711653,52.09554206364770,4.28621437272185
115,711661,52.09561462226550,4.28625732074693
116,711681,52.09511870273860,4.28526268350942
117,711682,52.09514868593730,4.28527146833273
118,711711,52.09608149511550,4.28662582023194
119,711712,52.09605554247820,4.28664258403765
120,711713,52.09603041371980,4.28667141778348
121,711721,52.09601228804920,4.28669823987262
122,711751,52.09604580319190,4.28743433697940
123,711752,52.09605363018110,4.28738002224889
124,711753,52.09607752308680,4.28735655292089
125,711754,52.09609482483820,4.28733442469735
126,711801,52.09528805246510,4.28562775031965
127,711811,52.09527595037850,4.28569341366571
128,711812,52.09525174619530,4.28571475425317